Type,Localisation,Latitude,Longitude,Title,Price in DH,Tags,Tags_length,Area in m²,Rooms,Bedrooms,Bathrooms,Condition,Floor,House Age in ans
Maisons Casablanca,Hay Moulay Abdellah à Casablanca,33.56170473792227,-7.630379283521052,Trouvez votre maison à acheter à Hay Moulay Abdellah. Surface de 100 m²,2600000.0,"['100 m²', '8 Pièces', '6 Chambres', '2 Salles de bains', 'Bon état', '20-30 ans']",6,100.0,8.0,6.0,2.0,Bon état,3.0,25
Maisons Casablanca,Hay Albaraka à Casablanca,33.573404400000015,-7.538712199999992,Superbe maison à vendre à Hay lbaraka02 b 110 m²,3200000.0,"['110 m²', '15 Pièces', '5 Chambres', '5 Salles de bains', 'Bon état', '5-10 ans']",6,110.0,15.0,5.0,5.0,Bon état,3.0,7
Appartements Casablanca,Derb Omar à Casablanca,33.54895956065648,-7.581671476364136,Pas de porte à vendre saroute au quartier Derb Omar,300000.0,"['90 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '20-30 ans', '2ème étage']",7,90.0,4.0,2.0,2.0,Bon état,2.0,25
Appartements Casablanca,Gauthier à Casablanca,33.56170473792227,-7.630379283521052,Gauthier vente appartement 91 m²,1500000.0,"['91 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état']",5,91.0,3.0,2.0,1.0,Bon état,3.0,15
Appartements Casablanca,El Manar - El Hank à Casablanca,33.609485874664365,-7.6515117384549,Vend appartement à El Manar El Hank. Superficie 96 m². Avec ascenseur,1100000.0,"['96 m²', '4 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '4ème étage']",7,96.0,4.0,2.0,1.0,Bon état,4.0,7
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Superbe appartement à vendre à Maarif Extension,3200000.0,"['175 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '1er étage']",6,175.0,4.0,3.0,2.0,Bon état,1.0,15
Appartements Casablanca,Derb Ghalef à Casablanca,33.59828500323537,-7.646913528442383,Studio vide Luxe 45m2 à Bd Abdelmoumen enface Tram,4558824.761494253,"['45 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '1-5 ans', '2ème étage']",7,45.0,2.0,1.0,1.0,Bon état,2.0,3
Appartements Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Appartement a vendre Californie,1100000.0,"['86 m²', '2 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '3ème étage']",7,86.0,2.0,2.0,2.0,Bon état,3.0,7
Appartements Casablanca,Belvédère à Casablanca,33.56170473792227,-7.630379283521052,Vend appartement à Casablanca. Surface de 85m². Conciergerie à disposition,750000.0,"['85 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '10-20 ans', '5ème étage']",7,85.0,3.0,2.0,1.0,Bon état,5.0,15
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.598304662993705,-7.644252777099609,Bourgogne vente studio terrasse 92 m²,1050000.0,"['92 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état']",5,92.0,2.0,1.0,1.0,Bon état,3.0,15
Appartements Casablanca,Casablanca Finance City à Casablanca,33.56170473792227,-7.630379283521052,"Appartement F4 en vente 119m², NEXT HOUSE CASA ANFA",2191500.0,"['119 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau']",5,119.0,4.0,3.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Roches Noires à Casablanca,33.56170473792227,-7.630379283521052,Appartement en vente à Roches Noires. Surface de 86 m². Système de parabole et résidence sécurisée,900000.0,"['86 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '2ème étage']",7,86.0,3.0,2.0,2.0,Bon état,2.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Villa moderne,15500000.0,"['800 m²', '4 Chambres', '3 Salles de bains']",4,800.0,4.682934712346477,4.0,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Port à Casablanca,33.592815720497164,-7.61277437210083,Villa neuve anfa superieur,39000000.0,"['800 m²', '3 Chambres', '3 Salles de bains']",4,800.0,4.682934712346477,3.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Belle adresse avec terrasse,2550000.0,"['142 m²', '3 Pièces', '2 Chambres', '2 Salles de bains']",4,142.0,3.0,2.0,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Exceptionnel,19500000.0,"['1171 m²', '4 Chambres']",4,1171.0,4.682934712346477,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Port à Casablanca,33.56170473792227,-7.630379283521052,Exclusivite coeur du cil unique,4700000.0,"['190 m²', '3 Chambres', '2 Salles de bains']",4,190.0,4.682934712346477,3.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,CIL (Hay Salam) à Casablanca,33.56170473792227,-7.630379283521052,Comme une villa suspendue,9000000.0,"['421 m²', '4 Chambres', '3 Salles de bains']",4,421.0,4.682934712346477,4.0,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.57243690885356,-7.657556533813477,Comme une villa suspendue,9000000.0,"['421 m²', '4 Chambres', '3 Salles de bains']",4,421.0,4.682934712346477,4.0,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Port à Casablanca,33.56170473792227,-7.630379283521052,Villa moderne triple facade,12000000.0,"['439 m²', '4 Chambres', '2 Salles de bains']",4,439.0,4.682934712346477,4.0,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.56170473792227,-7.630379283521052,Superbe villa piscine,7200000.0,"['550 m²', '4 Chambres', '3 Salles de bains']",4,550.0,4.682934712346477,4.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Appartement 126 m2 hyper contemporain à Racine,2600000.0,"['126 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '3ème étage']",7,126.0,4.0,2.0,2.0,Bon état,3.0,15
Appartements Casablanca,Maârif à Casablanca,33.56170473792227,-7.630379283521052,Appartement 2ch 193 m2 dernier étage en résidence Haut standing quartier les princesses,2500000.0,"['193 m²', '5 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '5ème étage']",7,193.0,5.0,2.0,2.0,Bon état,5.0,7
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Appartement moderne 1ch avec 2 terrasses à Racine,1550000.0,"['83 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '1-5 ans', '5ème étage']",7,83.0,2.0,1.0,1.0,Bon état,5.0,3
Appartements Casablanca,Maârif à Casablanca,33.58602331802259,-7.636442184448242,Appartement 80 m2 1CH avec terrasse au Maarif,1200000.0,"['80 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '5-10 ans', '3ème étage']",7,80.0,2.0,1.0,1.0,Bon état,3.0,7
Appartements Casablanca,Les Hôpitaux à Casablanca,33.57797899192462,-7.62000560760498,Appartement 72 m2 avec terrasse et vue degagée,1180000.0,"['72 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '5-10 ans', '7ème étage']",7,72.0,2.0,1.0,1.0,Bon état,7.0,7
Appartements Casablanca,Les Hôpitaux à Casablanca,33.57797899192462,-7.62000560760498,Splendide appartement HS avec terrasse sur 2 Mars,1460000.0,"['124 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '4ème étage']",7,124.0,3.0,2.0,2.0,Bon état,4.0,7
Appartements Casablanca,Palmier à Casablanca,33.580946541729524,-7.629060745239258,Bel appartement à vendre à palmiers,3000000.0,"['205 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans']",6,205.0,4.0,3.0,2.0,Bon état,3.0,15
Appartements Casablanca,Belvédère à Casablanca,33.5895625839363,-7.59678840637207,Spacieux appartement a vendre a belvedere,800000.0,"['96 m²', '2 Pièces', '1 Chambre', '2 Salles de bains', 'Bon état', '7ème étage']",6,96.0,2.0,1.0,2.0,Bon état,7.0,15
Maisons Casablanca,Aïn Sebaâ à Casablanca,33.56170473792227,-7.630379283521052,Maison à acheter à Aïn Sebaâ. 4 belles chambres. Places de parking et terrasse,4558824.761494253,"['210 m²', '4 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état']",5,210.0,4.0,4.0,4.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Superbe Villa 1700m Luxe A Californie,39000000.0,"['1700 m²', '9 Pièces', '6 Chambres', '6 Salles de bains', 'Bon état']",5,1700.0,9.0,6.0,6.0,Bon état,3.0,15
Appartements Casablanca,Riviera à Casablanca,33.56170473792227,-7.630379283521052,Studios Neuf 40m 61m Luxe A Riviera,880000.0,"['40 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Nouveau', ""Moins d'un an""]",6,40.0,2.0,1.0,1.0,Nouveau,3.0,0
Appartements Casablanca,Derb Moulay Cherif à Casablanca,33.56170473792227,-7.630379283521052,Appartement à vendre à hay Mohamadi,380000.0,"['55 m²', '2 Pièces', '2 Chambres', '1 Salle de bain', 'Nouveau', '5-10 ans', '4ème étage']",7,55.0,2.0,2.0,1.0,Nouveau,4.0,7
Maisons Casablanca,Hay Moulay Abdellah à Casablanca,33.56170473792227,-7.630379283521052,Trouvez votre maison à acheter à Hay Moulay Abdellah. Surface de 100 m²,2600000.0,"['100 m²', '8 Pièces', '6 Chambres', '2 Salles de bains', 'Bon état', '20-30 ans']",6,100.0,8.0,6.0,2.0,Bon état,3.0,25
Maisons Casablanca,Hay Albaraka à Casablanca,33.573404400000015,-7.538712199999992,Superbe maison à vendre à Hay lbaraka02 b 110 m²,3200000.0,"['110 m²', '15 Pièces', '5 Chambres', '5 Salles de bains', 'Bon état', '5-10 ans']",6,110.0,15.0,5.0,5.0,Bon état,3.0,7
Appartements Casablanca,Derb Omar à Casablanca,33.54895956065648,-7.581671476364136,Pas de porte à vendre saroute au quartier Derb Omar,300000.0,"['90 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '20-30 ans', '2ème étage']",7,90.0,4.0,2.0,2.0,Bon état,2.0,25
Appartements Casablanca,Gauthier à Casablanca,33.58891909184207,-7.628674507141113,Gauthier vente appartement 91 m²,1500000.0,"['91 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état']",5,91.0,3.0,2.0,1.0,Bon état,3.0,15
Appartements Casablanca,Gauthier à Casablanca,33.56170473792227,-7.630379283521052,Gauthier vente appartement 3 chambres 150 m²,2600000.0,"['150 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']",5,150.0,4.0,3.0,2.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Oulfa à Casablanca,33.56170473792227,-7.630379283521052,Villa à vendre à ne pàas rater se trouve à oulfa,3200000.0,"['231 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état']",5,231.0,4.0,3.0,3.0,Bon état,3.0,15
Appartements Casablanca,Maârif à Casablanca,33.56703,-7.62769,Bel appartement 5 pieces de charme,3265000.0,"['227 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', '5ème étage']",5,227.0,5.0,3.0,3.0,Bon état,5.0,15
Appartements Casablanca,Maârif à Casablanca,33.56703,-7.62769,Bel appartement 3 pièces Maarif,1540000.0,"['106 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', '3ème étage']",5,106.0,3.0,2.0,2.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Offre villa californie sup 438 m 4 ch,6900000.0,"['436 m²', '7 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état', '10-20 ans']",6,436.0,7.0,4.0,4.0,Bon état,3.0,15
Appartements Casablanca,Oulfa à Casablanca,33.56170473792227,-7.630379283521052,Un appartement à vendre 112 m² oulfa oum rabie,1140000.0,"['112 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état']",5,112.0,4.0,2.0,2.0,Bon état,3.0,15
Appartements Casablanca,Sidi Maarouf à Casablanca,33.51821300640254,-7.644338607788086,Superbe appartement à vendre à Sidi Maarouf. 3 chambres. Parking et terrasse,1100000.0,"['125 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '1er étage']",7,125.0,5.0,3.0,2.0,Bon état,1.0,7
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.598304662993705,-7.644252777099609,A vendre Studio haut standing 48m2 A bourgogne,950000.0,"['48 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '1-5 ans']",6,48.0,2.0,1.0,1.0,Bon état,3.0,3
Appartements Casablanca,Sidi Moumen à Casablanca,33.58770359367981,-7.524046897888184,Superbe appartement à vendre à Casablanca. 2 belles chambres. Ascenseur et garage,600000.0,"['69 m²', '2 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '4ème étage']",7,69.0,2.0,2.0,1.0,Bon état,4.0,7
Appartements Casablanca,Sidi Maarouf à Casablanca,33.53184500417395,-7.6491976582669,Jolie appartement sans vis à vis sur bd alkodss sidi maarouf,775000.0,"['70 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '10-20 ans', '3ème étage']",7,70.0,3.0,2.0,1.0,Bon état,3.0,15
Appartements Casablanca,Oulfa à Casablanca,33.56170473792227,-7.630379283521052,Appartement en vente à Oulfa. Superficie 57 m²,4558824.761494253,"['57 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '10-20 ans', '4ème étage']",7,57.0,3.0,2.0,1.0,Bon état,4.0,15
Appartements Casablanca,Belvédère à Casablanca,33.56170473792227,-7.630379283521052,Appartement a vendre a belvedere,780000.0,"['51 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Nouveau', ""Moins d'un an"", '1er étage']",7,51.0,2.0,1.0,1.0,Nouveau,1.0,0
Appartements Casablanca,Les Hôpitaux à Casablanca,33.56170473792227,-7.630379283521052,Appartement en vente à Les Hôpitaux. 3 salon 2 CH 2 balcon,4558824.761494253,"['105 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état']",5,105.0,3.0,2.0,2.0,Bon état,3.0,15
Appartements Casablanca,Casablanca,33.56170473792227,-7.630379283521052,Vente appartement à Maarif Extension,3300000.0,"['240 m²', '5 Pièces', '3 Chambres', '4ème étage']",5,240.0,5.0,3.0,2.306532663316583,Bon état,4.0,15
Appartements Casablanca,Hay Chrifa à Casablanca,33.56170473792227,-7.630379283521052,Appartement à vendre à Hay Chrifa. 2 chambres,4558824.761494253,"['87 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état']",5,87.0,4.0,2.0,2.0,Bon état,3.0,15
Appartements Casablanca,Triangle d'Or à Casablanca,33.582734173084866,-7.675838470458984,Vente magnifique appartement 192m² Triangle d'or,4650000.0,"['192 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état']",5,192.0,5.0,3.0,3.0,Bon état,3.0,15
Appartements Casablanca,Les Hôpitaux à Casablanca,33.57797899192462,-7.62000560760498,Appartement à vendre aux QDH,1300000.0,"['113 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '1er étage']",7,113.0,4.0,2.0,2.0,Bon état,1.0,15
Villas & maisons de luxe Casablanca,Anfa à Casablanca,33.56170473792227,-7.630379283521052,Villa en Vente à Casablanca,25000000.0,"['602 m²', '5 Chambres', '6 Salles de bains']",4,602.0,4.682934712346477,5.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Val Fleury à Casablanca,33.57519011717882,-7.636785507202148,Appartement à l'achat à Val Fleury. 2 chambres agréables. Fenêtres avec double vitrage et porte blindée,1022000.0,"['73 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '5ème étage']",7,73.0,4.0,2.0,2.0,Bon état,5.0,7
Appartements Casablanca,Hermitage à Casablanca,33.56947353619336,-7.621116042137174,Appartement 64 m²,1097000.0,"['64 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Nouveau', ""Moins d'un an"", '2ème étage']",7,64.0,3.0,2.0,1.0,Nouveau,2.0,0
Appartements Casablanca,Triangle d'Or à Casablanca,33.56170473792227,-7.630379283521052,"Appartement 148 m² à vendre, Triangle d'Or, Casa",2500000.0,"['148 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '2ème étage']",6,148.0,5.0,3.0,2.0,Bon état,2.0,15
Appartements Casablanca,CIL (Hay Salam) à Casablanca,33.57302214496336,-7.655260351187849,Vends appartement 3 chs à ferme de bretonne,2000000.0,"['122 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '1-5 ans']",6,122.0,4.0,3.0,2.0,Nouveau,3.0,3
Appartements Casablanca,Oulfa à Casablanca,33.53695915269317,-7.674808502197465,Apartement en vente,649000.0,"['63 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '1-5 ans', '3ème étage']",7,63.0,3.0,2.0,2.0,Bon état,3.0,3
Appartements Casablanca,Gauthier à Casablanca,33.56170473792227,-7.630379283521052,GAUTHIER-VENTE-APPARTEMENT-TERRASSE 150M2,2400000.0,"['150 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']",5,150.0,5.0,3.0,2.0,Bon état,3.0,15
Appartements Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,"Appartement de 97m² en vente, Résidence Ritaj",1358000.0,"['97 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau']",5,97.0,4.0,3.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.597640588567145,-7.644109596009173,LUMINEUX STUDIO EN VENTE À BOURGOGNE,950000.0,"['47 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '1-5 ans', '5ème étage']",7,47.0,2.0,1.0,1.0,Bon état,5.0,3
Appartements Casablanca,Aïn Sebaâ à Casablanca,33.56170473792227,-7.630379283521052,Bel appartement à vendre à Aïn Sebaâ. 2 grandes pièces,380000.0,"['49 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '2ème étage']",7,49.0,5.0,3.0,2.0,Bon état,2.0,7
Appartements Casablanca,Aïn Sebaâ à Casablanca,33.56170473792227,-7.630379283521052,Bel appartement à vendre au centre de Ain Sbaa,1300000.0,"['108 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état']",5,108.0,5.0,3.0,2.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Longchamps (Hay Al Hanâa) à Casablanca,33.5776442842984,-7.661323033716712,Villa à vendre au Longchamp Hay Al Hanâa,10500000.0,"['560 m²', '3 Pièces', '4 Chambres', '2 Salles de bains', 'À rénover', '30-50 ans']",6,560.0,3.0,4.0,2.0,À rénover,3.0,40
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.56170473792227,-7.630379283521052,Superbe appartement à 120m²,1500000.0,"['120 m²', '7 Pièces', '3 Chambres', '1 Salle de bain', 'Bon état', '10-20 ans', '3ème étage']",7,120.0,7.0,3.0,1.0,Bon état,3.0,15
Appartements Casablanca,Hay Salama à Casablanca,33.56971937037364,-7.527050971984863,Bel appartement à Res Farhatine a Bd Med Bouziane,830000.0,"['72 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '10-20 ans', '5ème étage']",7,72.0,3.0,2.0,1.0,Bon état,5.0,15
Appartements Casablanca,Oulfa à Casablanca,33.56170473792227,-7.630379283521052,Vend appartement à Oulfa. Surface totale 54 m²,520000.0,"['54 m²', '5 Pièces', '3 Chambres', '1 Salle de bain', 'Bon état']",5,54.0,5.0,3.0,1.0,Bon état,3.0,15
Appartements Casablanca,Belvédère à Casablanca,33.56170473792227,-7.630379283521052,Vente d'un bel appartement à Belvédère. Surface totale 150 m². Grande terrasse,1500000.0,"['150 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '20-30 ans', '3ème étage']",7,150.0,3.0,2.0,2.0,Bon état,3.0,25
Appartements Casablanca,Bernoussi à Casablanca,33.56170473792227,-7.630379283521052,Appartement à l'achat à Bernoussi. 3 chambres agréables. Avec ascenseur et espace vert.,940000.0,"['100 m²', '3 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '1er étage']",7,100.0,3.0,3.0,2.0,Bon état,1.0,7
Appartements Casablanca,Oulfa à Casablanca,33.55627344791359,-7.67918586730957,Appartement à vendre à Oulfa. Surface de 46 m². Frigidaire,350000.0,"['46 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '1-5 ans', '2ème étage']",7,46.0,3.0,2.0,1.0,Bon état,2.0,3
